Action;CategoryPath;ID;Name;Code;Description;ShortDescription;Brand;Price;RRP;Image1;Image2;Image3;Image4;Image5;MetaTitle;MetaDescription;MetaKeywords;Stock;Weight;TaxRateID;Condition;GTIN;MPN;SpecialOffer;OrderLocation;OrderNote;Hidden;Image1Address;Image2Address;WebAddress;VariantNames;VariantItem1;VariantItem2;VariantItem3;VariantItem4;VariantItem5;VariantDefault;Image3Address;Image4Address;Image5Address;CategoryManagement;RelatedProducts;OptionName;OptionSize;OptionType;OptionValidation;OptionItemName;OptionItemPriceExtra;OptionItemOrder
Product;Home > Lencería Femenina > Leggins;677;Leggins león;LFNSSM-LEG-2403;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2403.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24031.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24032.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24033.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;677;Leggins león;LFNSSM-LEG-2403;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2403.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24031.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24032.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24033.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;678;Leggins violeta animal print;LFNSSM-LEG-2404;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print color violeta";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2404.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24041.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24043.jpg;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;678;Leggins violeta animal print;LFNSSM-LEG-2404;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print color violeta";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2404.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24041.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24043.jpg;;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;679;Leggins marrón;LFNSSM-LEG-2405;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2405.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24051.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24053.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24054.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;679;Leggins marrón;LFNSSM-LEG-2405;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2405.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24051.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24053.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24054.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;680;Leggins cielo;LFNSSM-LEG-2406;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins cielo.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño cielo.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2406.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24061.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24062.jpg;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;680;Leggins cielo;LFNSSM-LEG-2406;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins cielo.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño cielo.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2406.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24061.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24062.jpg;;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;681;Leggins lazo rojo;LFNSSM-LEG-2407;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins lazos rojos.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon con lazos rojos.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2407.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24071.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24072.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24074.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;681;Leggins lazo rojo;LFNSSM-LEG-2407;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins lazos rojos.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon con lazos rojos.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2407.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24071.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24072.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24074.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;682;Leggins dorados;LFNSSM-LEG-2408;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2408.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24081.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24082.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24084.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;682;Leggins dorados;LFNSSM-LEG-2408;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins animal print.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2408.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24081.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24082.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24084.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;683;Leggins veloz;LFNSSM-LEG-2409;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins veloz.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" />.</p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2409.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24091.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24092.jpg;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;683;Leggins veloz;LFNSSM-LEG-2409;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins veloz.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" />.</p>";"Leggins de naylon diseño animal print.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2409.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24091.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24092.jpg;;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;684;Leggins princesa dos;LFNSSM-LEG-2410;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins princesa.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño princesa.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2410.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24101.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Leggins;684;Leggins princesa dos;LFNSSM-LEG-2410;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins princesa.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño princesa.";Lencería Finíssima;5.00;6.05;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2410.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24101.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Leggins;685;Leggins cruzados;LFNSSM-LEG-2411;"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins cruzados.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";"Leggins de naylon diseño cruzado.";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2411.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24113.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24111.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24112.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-24114.jpg;;;;;;;;;
